"","Code","Texte","Regroupement"
"4799","JHFA018","Exérèse de lésion de la peau du pénis, du gland et/ou du sillon balanopréputial, sous anesthésie générale ou locorégionale","ADC"
"4800","JHFA016","Amputation partielle du pénis","ADC"
"4801","JHFA011","Amputation totale du pénis","ADC"
"4802","JHLB001","Injection thérapeutique d'agent pharmacologique vasoactif dans les corps caverneux du pénis, par voie transcutanée","ATM"
"4803","JHLB002","Infiltration de plaque de sclérose de l'albuginée des corps caverneux du pénis, par voie transcutanée","ATM"
"4804","JHJB002","Lavage des corps caverneux du pénis, par voie transcutanée","ATM"
"4805","JHCA004","Suture de rupture des corps caverneux du pénis","ADC"
"4806","JHSA002","Fermeture de fistule spongiocaverneuse du pénis","ADC"
"4807","JHEA005","Réimplantation du pénis","ADC"
"4808","JHMB001","Création de fistule spongiocaverneuse, par voie transcutanée","ATM"
"4809","JHCA001","Anastomose spongiocaverneuse, par abord direct","ADC"
"4810","JHLA003","Pose d'une prothèse pénienne rigide ou semirigide","ADC"
"4811","JHLA002","Pose d'une prothèse pénienne hydraulique sans composant extracaverneux","ADC"
"4812","JHLA004","Pose d'une prothèse pénienne hydraulique avec composant extracaverneux","ADC"
"4813","JHGA003","Ablation d'une prothèse pénienne sans composant extracaverneux","ADC"
"4814","JHGA001","Ablation d'une prothèse pénienne hydraulique avec composant extracaverneux","ADC"
"4815","JHKA003","Changement d'une prothèse pénienne hydraulique sans composant extracaverneux","ADC"
"4816","JHKA004","Changement d'une prothèse pénienne hydraulique avec composant extracaverneux","ADC"
"4817","JHPA002","Désenfouissement du pénis par fixation des fascias","ADC"
"4818","JHEA011","Dérotation chirurgicale du pénis","ADC"
"4819","JHAA003","Élargissement du pénis","ADC"
"4820","JHAA005","Allongement du pénis par plastie des corps caverneux","ADC"
"4821","JHAA004","Allongement du pénis par section du ligament suspenseur","ADC"
"4822","JHAA002","Allongement du pénis sans urétroplastie, pour épispadias","ADC"
"4823","JHAA001","Allongement du pénis avec urétroplastie, pour épispadias","ADC"
"4824","JHEA006","Redressement du pénis par dissection ventrale et plicature dorsale","ADC"
"4825","JHEA007","Redressement du pénis par plicature-excision des corps caverneux","ADC"
"4826","JHEA008","Redressement du pénis avec excision de plaque de sclérose de l'albuginée des corps caverneux et greffe","ADC"
"4827","JJJC001","Évacuation de collection de l'annexe ou du ligament large, par cœlioscopie","ADC"
"4828","JJJA001","Évacuation de collection de l'annexe ou du ligament large, par laparotomie","ADC"
"4829","JJPE001","Interruption unilatérale ou bilatérale de la perméabilité des trompes utérines par insertion de dispositif intratubaire, par hystéroscopie","ADC"
"4830","JJPC004","Interruption unilatérale ou bilatérale de la perméabilité des trompes utérines, par pélycoscopie [culdoscopie] [cœlioscopie transvaginale]","ADC"
"4831","JJPC003","Interruption unilatérale ou bilatérale de la perméabilité des trompes utérines, par cœlioscopie","ADC"
"4832","JJPA004","Interruption unilatérale ou bilatérale de la perméabilité des trompes utérines, par abord vaginal","ADC"
"4833","JJPA003","Interruption unilatérale ou bilatérale de la perméabilité des trompes utérines, par laparotomie","ADC"
"4834","JJFC003","Kystectomie ovarienne intrapéritonéale, par cœlioscopie","ADC"
"4835","JJFA010","Kystectomie ovarienne transpariétale, par laparotomie avec préparation par cœlioscopie","ADC"
"4836","JJFA008","Kystectomie ovarienne, par laparotomie","ADC"
"4837","JJFC004","Résection partielle de l'ovaire, par cœlioscopie","ADC"
"4838","JJFA002","Résection partielle de l'ovaire, par laparotomie","ADC"
"4839","JJFC008","Ovariectomie unilatérale, par cœlioscopie","ADC"
"4840","JJFA003","Ovariectomie unilatérale, par laparotomie","ADC"
"4841","JJFC009","Ovariectomie bilatérale, par cœlioscopie","ADC"
"4842","JJFA005","Ovariectomie bilatérale, par laparotomie","ADC"
"4843","JJFC006","Salpingectomie totale, par cœlioscopie","ADC"
"4844","JJFA007","Salpingectomie totale, par laparotomie","ADC"
"4845","JJFC010","Salpingoovariectomie [Annexectomie], par cœlioscopie","ADC"
"4846","JJFA050","Salpingoovariectomie [Annexectomie], par abord vaginal","ADC"
"4847","JJFA004","Salpingoovariectomie [Annexectomie], par laparotomie","ADC"
"4848","JJCC001","Salpingonéostomie ou fimbrioplastie, par cœlioscopie","ADC"
"4849","JJCA001","Salpingonéostomie ou fimbrioplastie, par laparotomie","ADC"
"4850","JJCC004","Anastomose tubotubaire unilatérale ou bilatérale, par cœlioscopie","ADC"
"4851","JJCA003","Anastomose tubotubaire unilatérale ou bilatérale, par laparotomie","ADC"
"4852","JJEC003","Transposition unilatérale de l'ovaire, par cœlioscopie","ADC"
"4853","JJEA003","Transposition unilatérale de l'ovaire, par laparotomie","ADC"
"4854","JJEC002","Transposition bilatérale de l'ovaire, par cœlioscopie","ADC"
"4855","JJEA002","Transposition bilatérale de l'ovaire, par laparotomie","ADC"
"4856","JJEC001","Détorsion de l'annexe, par cœlioscopie","ADC"
"4857","JJEA001","Détorsion de l'annexe, par laparotomie","ADC"
"4858","JJCC003","Microperforations unilatérales ou bilatérales de l'ovaire, par cœlioscopie","ADC"
"4859","JJCC002","Microperforations unilatérales ou bilatérales de l'ovaire, par pélycoscopie [culdoscopie] [cœlioscopie transvaginale]","ADC"
"4860","JJLJ002","Cathétérisme rétrograde unilatéral ou bilatéral de la trompe utérine, par voie vaginale avec guidage échographique","ADC"
"4861","JJLE001","Cathétérisme rétrograde unilatéral ou bilatéral de la trompe utérine, par hystéroscopie","ADC"
"4862","JJCA002","Suture de déchirure du ligament large, par laparotomie","ADC"
"4863","JJFC002","Exérèse de reliquat embryonnaire du ligament large, par cœlioscopie","ADC"
"4864","JJFA006","Exérèse de reliquat embryonnaire du ligament large, par laparotomie","ADC"
"4865","JKND001","Destruction de la muqueuse utérine par thermocontact, par voie vaginale","ATM"
"4866","JKNE001","Abrasion de la muqueuse de l'utérus [Endométrectomie], par hystéroscopie","ADC"
"4867","JKGD002","Curetage de la cavité de l'utérus à visée thérapeutique","ADC"
"4868","JKFE001","Exérèse de polype de l'utérus, par hystéroscopie","ADC"
"4869","JKFE002","Résection de myome de l'utérus, par hystéroscopie","ADC"
"4870","JKFC004","Myomectomie de l'utérus sans hystérotomie, par cœlioscopie","ADC"
"4871","JKFC001","Myomectomie de l'utérus avec hystérotomie, par cœlioscopie","ADC"
"4872","JKFA033","Myomectomie de l'utérus, par abord vaginal","ADC"
"4873","JKFA016","Myomectomie unique de l'utérus, par laparotomie","ADC"
"4874","JKFA022","Myomectomie multiple de l'utérus, par laparotomie","ADC"
"4875","JKFD001","Exérèse de lésion pédiculée de l'utérus accouchée par le col, par voie vaginale","ATM"
"4876","JKND004","Destruction de lésion du col de l'utérus par colposcopie, sans laser","ATM"
"4877","JKND003","Destruction de lésion du col de l'utérus par colposcopie, avec laser","ATM"
"4878","JKND002","Destruction de lésion du col de l'utérus, du vagin, de la vulve, du périnée et de la région périanale, avec laser","ATM"
"4879","JKFD002","Exérèse de lésion du col de l'utérus, par voie vaginale","ATM"
"4880","JKFE003","Exérèse de lésion du col de l'utérus, par colposcopie","ATM"
"4881","JKFA031","Conisation du col de l'utérus","ADC"
"4882","JKFA008","Trachélectomie [Cervicectomie] [Amputation du col de l'utérus], par abord vaginal","ADC"
"4883","JKFA011","Trachélectomie sur col restant de l'utérus, par abord vaginal","ADC"
"4884","JKFA009","Trachélectomie sur col restant de l'utérus, par laparotomie","ADC"
"4885","JKFA030","Colpotrachélectomie [Colpocervicectomie] élargie aux paramètres, par abord vaginal","ADC"
"4886","JKFA019","Colpotrachélectomie [Colpocervicectomie] élargie aux paramètres, par laparotomie","ADC"
"4887","JKFA003","Exérèse d'un hémiutérus malformé [Hémihystérectomie], par laparotomie","ADC"
"4888","JKFC002","Hystérectomie subtotale, par cœlioscopie","ADC"
"4889","JKFA024","Hystérectomie subtotale, par laparotomie","ADC"
"4890","JKFA014","Hystérectomie subtotale avec suspension postérieure du col de l'utérus [colposuspension], par laparotomie","ADC"
"4891","JKFA012","Hystérectomie subtotale avec suspension postérieure du col de l'utérus [colposuspension] et cervicocystopexie indirecte au ligament pectinéal [de Cooper], par laparotomie","ADC"
"4892","JKFC006","Hystérectomie subtotale avec annexectomie unilatérale ou bilatérale, par cœlioscopie","ADC"
"4893","JKFA032","Hystérectomie subtotale avec annexectomie unilatérale ou bilatérale, par laparotomie","ADC"
"4894","JKFA001","Hystérectomie subtotale avec annexectomie unilatérale ou bilatérale et suspension postérieure du col de l'utérus [colposuspension], par laparotomie","ADC"
"4895","JKFA029","Hystérectomie subtotale avec annexectomie unilatérale ou bilatérale, suspension postérieure du col de l'utérus [colposuspension] et cervicocystopexie indirecte au ligament pectinéal [de Cooper], par laparotomie","ADC"
"4896","JKFC005","Hystérectomie totale, par cœlioscopie","ADC"
"4897","JKFA018","Hystérectomie totale, par cœlioscopie et par abord vaginal","ADC"
"4898","JKFA026","Hystérectomie totale, par abord vaginal","ADC"
"4899","JKFA015","Hystérectomie totale, par laparotomie","ADC"
"4900","JKFA025","Hystérectomie totale avec colpopérinéorraphie antérieure ou postérieure, par abord vaginal","ADC"
"4901","JKFA002","Hystérectomie totale avec colpopérinéorraphies antérieure et postérieure, par abord vaginal","ADC"
"4902","JKFA013","Hystérectomie totale avec suspension postérieure du dôme du vagin, par laparotomie","ADC"
"4903","JKFC003","Hystérectomie totale avec annexectomie unilatérale ou bilatérale, par cœlioscopie","ADC"
"4904","JKFA006","Hystérectomie totale avec annexectomie unilatérale ou bilatérale, par cœlioscopie et par abord vaginal","ADC"
"4905","JKFA005","Hystérectomie totale avec annexectomie unilatérale ou bilatérale, par abord vaginal","ADC"
"4906","JKFA028","Hystérectomie totale avec annexectomie unilatérale ou bilatérale, par laparotomie","ADC"
"4907","JKFA021","Hystérectomie totale avec annexectomie unilatérale ou bilatérale et colpopérinéorraphie antérieure ou postérieure, par abord vaginal","ADC"
"4908","JKFA007","Hystérectomie totale avec annexectomie unilatérale ou bilatérale et colpopérinéorraphies antérieure et postérieure, par abord vaginal","ADC"
"4909","JKFA004","Hystérectomie totale avec annexectomie unilatérale ou bilatérale et suspension postérieure du dôme du vagin, par laparotomie","ADC"
"4910","JKFA020","Colpohystérectomie totale élargie aux paramètres, par cœlioscopie et par abord vaginal","ADC"
"4911","JKFA023","Colpohystérectomie totale élargie aux paramètres, par abord vaginal","ADC"
"4912","JKFA027","Colpohystérectomie totale élargie aux paramètres, par laparotomie","ADC"
"4913","JKPJ002","Section ou résection de cloison utérine, par voie vaginale avec guidage échographique","ADC"
"4914","JKPE001","Section ou résection de cloison utérine, par hystéroscopie","ADC"
"4915","JKPD002","Section et/ou destruction de synéchies de l'utérus, par voie vaginale","ADC"
"4916","JKPE002","Section et/ou destruction de synéchies de l'utérus, par hystéroscopie","ADC"
"4917","JKPJ001","Section et/ou destruction de synéchies de l'utérus, par hystéroscopie avec guidage échographique","ADC"
"4918","JKPC001","Section et/ou destruction de synéchies de l'utérus, par hystéroscopie avec guidage cœlioscopique","ADC"
"4919","JKCA001","Hystérorraphie, par laparotomie","ADC"
"4920","JKMA001","Hystéroplastie, par laparotomie","ADC"
"4921","JKCD001","Suture de plaie du col de l'utérus","ADC"
"4922","JKPD001","Libération d'une sténose récente et totale du col de l'utérus","ADC"
"4923","JKMD001","Stomatoplastie du col de l'utérus","ADC"
"4924","JKBA001","Cerclage de l'isthme utérin par abord vaginal, en dehors de la grossesse","ADC"
"4925","JKBA002","Cerclage de l'isthme utérin par laparotomie, en dehors de la grossesse","ADC"
"4926","JKDC015","Hystéropexie antérieure, par coelioscopie","ADC"
"4927","JKDA042","Hystéropexie antérieure, par laparotomie","ADC"
"4928","JKDC001","Hystéropexie postérieure [Promontofixation], par cœlioscopie","ADC"
"4929","JKDA003","Hystéropexie postérieure [Promontofixation], par laparotomie","ADC"
"4930","JKDA002","Hystéropexie postérieure [Promontofixation] avec cervicocystopexie indirecte au ligament pectinéal [de Cooper], par laparotomie","ADC"
"4931","JKDA001","Hystéropexie postérieure [Promontofixation] avec cervicocystopexie directe au ligament pectinéal [de Cooper], par laparotomie","ADC"
"4932","JKLD001","Pose d'un dispositif intra-utérin","ATM"
"4933","JKGD004","Ablation d'un dispositif intra-utérin, par voie vaginale","ATM"
"4934","JKGD001","Ablation d'un dispositif intra-utérin par un matériel intra-utérin de préhension, par voie vaginale","ATM"
"4935","JKGE001","Ablation d'un dispositif intra-utérin, par hystéroscopie","ADC"
"4936","JKGC001","Ablation d'un dispositif intra-utérin, par cœlioscopie","ADC"
"4937","JKGA001","Ablation d'un dispositif intra-utérin, par laparotomie","ADC"
"4938","JKKD001","Changement d'un dispositif intra-utérin","ATM"
"4939","JKGE002","Ablation de corps étranger de l'utérus, par hystéroscopie","ADC"
"4940","JLJB001","Évacuation de collection de la paroi du vagin ou de la vulve, par voie transvaginale ou transcutanée","ATM"
"4941","JLJA002","Évacuation de collection paravaginale, par colpotomie latérale","ADC"
"4942","JLJD001","Drainage d'un hématocolpos ou d'un hydrocolpos","ADC"
"4943","JLND001","Destruction de lésion du vagin, sans laser","ATM"
"4944","JLND002","Destruction de lésion du vagin, avec laser","ATM"
"4945","JLFA002","Exérèse de lésion du vagin","ADC"
"4946","JLFA004","Colpectomie subtotale ou totale, par abord vaginal","ADC"
"4947","JLFA003","Colpectomie subtotale ou totale, par laparotomie","ADC"
"4948","JLDC015","Suspension du dôme du vagin [Promontofixation du dôme vaginal], par cœlioscopie","ADC"
"4949","JLDA002","Suspension du dôme du vagin [Promontofixation du dôme vaginal], par abord vaginal","ADC"
"4950","JLDA001","Suspension du dôme du vagin [Promontofixation du dôme vaginal], par laparotomie","ADC"
"4951","JLDA004","Suspension du dôme du vagin [Promontofixation du dôme vaginal], avec cervicocystopexie indirecte au ligament pectinéal [de Cooper], par laparotomie","ADC"
