CIM_COD;CIM_LIB;ALD_030_COD;CAT_CIM_COD;VER_CPT_COD;VER_CPT_DTE;CAT_TUM_COD
L511;Érythème polymorphe bulleux;99;L51;V8.0;02JUL2017:00:00:00;
L512;Épidermolyse nécrosante suraiguë [Lyell];99;L51;V8.0;02JUL2017:00:00:00;
L5120;Épidermolyse nécrosante suraiguë [Lyell] avec décollement égal ou supérieur à 30% (de la surface du corps);99;L51;V8.0;02JUL2017:00:00:00;
O661;Dystocie gémellaire;99;O66;V8.0;02JUL2017:00:00:00;
O662;Dystocie due à un foetus anormalement gros;99;O66;V8.0;02JUL2017:00:00:00;
O663;Dystocie due à d'autres anomalies foetales;99;O66;V8.0;02JUL2017:00:00:00;
O664;Échec de l'épreuve de travail, sans précision;99;O66;V8.0;02JUL2017:00:00:00;
O665;Échec de l'application d'une ventouse et d'un forceps, sans précision;99;O66;V8.0;02JUL2017:00:00:00;
O668;Autres dystocies précisées;99;O66;V8.0;02JUL2017:00:00:00;
O669;Dystocie, sans précision;99;O66;V8.0;02JUL2017:00:00:00;
O67;Travail et accouchement compliqués d'une hémorragie, non classée ailleurs;99;O67;V8.0;02JUL2017:00:00:00;
O670;Hémorragie pendant l'accouchement avec anomalie de la coagulation;99;O67;V8.0;02JUL2017:00:00:00;
O678;Autres hémorragies pendant l'accouchement;99;O67;V8.0;02JUL2017:00:00:00;
O679;Hémorragie pendant l'accouchement, sans précision;99;O67;V8.0;02JUL2017:00:00:00;
O68;Travail et accouchement compliqués d'une détresse foetale;99;O68;V8.0;02JUL2017:00:00:00;
O680;Travail et accouchement compliqués d'une anomalie du rythme cardiaque du foetus;99;O68;V8.0;02JUL2017:00:00:00;
O681;Travail et accouchement compliqués de la présence de méconium dans le liquide amniotique;99;O68;V8.0;02JUL2017:00:00:00;
O682;Travail et accouchement compliqués d'une anomalie du rythme cardiaque du foetus avec présence de méconium dans le liquide amniotique;99;O68;V8.0;02JUL2017:00:00:00;
O683;Travail et accouchement compliqués de signes biochimiques de détresse foetale;99;O68;V8.0;02JUL2017:00:00:00;
O688;Travail et accouchement compliqués d'autres signes de détresse foetale;99;O68;V8.0;02JUL2017:00:00:00;
O689;Travail et accouchement compliqués d'une détresse foetale, sans précision;99;O68;V8.0;02JUL2017:00:00:00;
O69;Travail et accouchement compliqués d'anomalies du cordon ombilical;99;O69;V8.0;02JUL2017:00:00:00;
O690;Travail et accouchement compliqués d'un prolapsus du cordon;99;O69;V8.0;02JUL2017:00:00:00;
O691;Travail et accouchement compliqués d'une circulaire du cordon, avec compression;99;O69;V8.0;02JUL2017:00:00:00;
O692;Travail et accouchement compliques d'une autre forme d'enchevetrement du cordon, avec compression;99;O69;V8.0;02JUL2017:00:00:00;
O693;Travail et accouchement compliqués d'une brièveté du cordon;99;O69;V8.0;02JUL2017:00:00:00;
O694;Travail et accouchement compliqués par une insertion vélamenteuse du cordon;99;O69;V8.0;02JUL2017:00:00:00;
O695;Travail et accouchement compliqués de lésions vasculaires du cordon;99;O69;V8.0;02JUL2017:00:00:00;
O698;Travail et accouchement compliqués d'autres anomalies du cordon ombilical;99;O69;V8.0;02JUL2017:00:00:00;
O699;Travail et accouchement compliqués d'une anomalie du cordon ombilical, sans précision;99;O69;V8.0;02JUL2017:00:00:00;
O70;Déchirure obstétricale du périnée;99;O70;V8.0;02JUL2017:00:00:00;
O700;Déchirure obstétricale du périnée, du premier degré;99;O70;V8.0;02JUL2017:00:00:00;
O701;Déchirure obstétricale du périnée, du deuxième degré;99;O70;V8.0;02JUL2017:00:00:00;
O702;Déchirure obstétricale du périnée, du troisième degré;99;O70;V8.0;02JUL2017:00:00:00;
O703;Déchirure obstétricale du périnée, du quatrième degré;99;O70;V8.0;02JUL2017:00:00:00;
O709;Déchirure obstétricale du périnée, sans précision;99;O70;V8.0;02JUL2017:00:00:00;
O71;Autres traumatismes obstétricaux;99;O71;V8.0;02JUL2017:00:00:00;
O710;Rupture de l'utérus avant le début du travail;99;O71;V8.0;02JUL2017:00:00:00;
O711;Rupture de l'utérus pendant le travail;99;O71;V8.0;02JUL2017:00:00:00;
O712;Inversion post-partum de l'utérus;99;O71;V8.0;02JUL2017:00:00:00;
O713;Déchirure obstétricale du col de l'utérus;99;O71;V8.0;02JUL2017:00:00:00;
O714;Déchirure obstétricale vaginale haute;99;O71;V8.0;02JUL2017:00:00:00;
O715;Autres lésions obstétricales des organes pelviens;99;O71;V8.0;02JUL2017:00:00:00;
O716;Lésions obstétricales intéressant les articulations et les ligaments pelviens;99;O71;V8.0;02JUL2017:00:00:00;
O717;Hématome pelvien d'origine osbtétricale;99;O71;V8.0;02JUL2017:00:00:00;
O718;Autres traumatismes obstétricaux précisés;99;O71;V8.0;02JUL2017:00:00:00;
O719;Traumatisme obstétrical, sans précision;99;O71;V8.0;02JUL2017:00:00:00;
O72;Hémorragie du post-partum;99;O72;V8.0;02JUL2017:00:00:00;
O720;Hémorragie de la délivrance (troisième période);99;O72;V8.0;02JUL2017:00:00:00;
O721;Autres hémorragies immédiates du post-partum;99;O72;V8.0;02JUL2017:00:00:00;
O722;Hémorragie du post-partum, tardive et secondaire;99;O72;V8.0;02JUL2017:00:00:00;
O723;Anomalie de la coagulation au cours du post-partum;99;O72;V8.0;02JUL2017:00:00:00;
O73;Rétention du placenta et des membranes, sans hémorragie;99;O73;V8.0;02JUL2017:00:00:00;
O730;Rétention du placenta sans hémorragie;99;O73;V8.0;02JUL2017:00:00:00;
O731;Rétention partielle du placenta et des membranes, sans hémorragie;99;O73;V8.0;02JUL2017:00:00:00;
O74;Complications de l'anesthésie au cours du travail et de l'accouchement;99;O74;V8.0;02JUL2017:00:00:00;
O740;Pneumopathie par aspiration due à une anesthésie au cours du travail et de l'accouchement;99;O74;V8.0;02JUL2017:00:00:00;
O741;Autres complications pulmonaires de l'anesthésie au cours du travail et de l'accouchement;99;O74;V8.0;02JUL2017:00:00:00;
O742;Complications cardiaques de l'anesthésie au cours du travail et de l'accouchement;99;O74;V8.0;02JUL2017:00:00:00;
O743;Complications intéressant le système nerveux central dues à l'anesthésie au cours du travail et de l'accouchement;99;O74;V8.0;02JUL2017:00:00:00;
O744;Réaction toxique à une anesthésie locale au cours du travail et de l'accouchement;99;O74;V8.0;02JUL2017:00:00:00;
O745;Céphalée provoquée par une rachianesthésie et une anesthésie épidurale au cours du travail et de l'accouchement;99;O74;V8.0;02JUL2017:00:00:00;
O746;Autres complications d'une rachianesthésie et d'une anesthésie épidurale au cours du travail et de l'accouchement;99;O74;V8.0;02JUL2017:00:00:00;
O747;Échec ou difficulté d'intubation au cours du travail et de l'accouchement;99;O74;V8.0;02JUL2017:00:00:00;
O748;Autres complications de l'anesthésie au cours du travail et de l'accouchement;99;O74;V8.0;02JUL2017:00:00:00;
O749;Complication de l'anesthésie au cours du travail et de l'accouchement, sans précision;99;O74;V8.0;02JUL2017:00:00:00;
O75;Autres complications du travail et de l'accouchement, non classées ailleurs;99;O75;V8.0;02JUL2017:00:00:00;
O750;Épuisement maternel au cours du travail et de l'accouchement;99;O75;V8.0;02JUL2017:00:00:00;
O751;Choc pendant ou après le travail et l'accouchement;99;O75;V8.0;02JUL2017:00:00:00;
O752;Pyrexie au cours du travail, non classée ailleurs;99;O75;V8.0;02JUL2017:00:00:00;
O753;Autres infections au cours du travail;99;O75;V8.0;02JUL2017:00:00:00;
O754;Autres complications d'un acte de chirurgie obstétricale et d'un acte à visée diagnostique et thérapeutique;99;O75;V8.0;02JUL2017:00:00:00;
O642;Dystocie due à une présentation de la face;99;O64;V8.0;02JUL2017:00:00:00;
O643;Dystocie due à une présentation du front;99;O64;V8.0;02JUL2017:00:00:00;
O644;Dystocie due à une présentation de l'épaule;99;O64;V8.0;02JUL2017:00:00:00;
O645;Dystocie due à une présentation complexe;99;O64;V8.0;02JUL2017:00:00:00;
O648;Dystocie due à d'autres positions et présentations anormales;99;O64;V8.0;02JUL2017:00:00:00;
O649;Dystocie due à une position et une présentation anormales, sans précision;99;O64;V8.0;02JUL2017:00:00:00;
O65;Dystocie due à une anomalie pelvienne de la mère;99;O65;V8.0;02JUL2017:00:00:00;
O650;Dystocie due à une déformation pelvienne;99;O65;V8.0;02JUL2017:00:00:00;
O651;Dystocie due à un bassin généralement rétréci;99;O65;V8.0;02JUL2017:00:00:00;
O652;Dystocie due à un rétrécissement du détroit supérieur;99;O65;V8.0;02JUL2017:00:00:00;
O653;Dystocie due à un rétrécissement du détroit inférieur et de la cavité moyenne;99;O65;V8.0;02JUL2017:00:00:00;
O654;Dystocie due à une disproportion foeto-pelvienne, sans précision;99;O65;V8.0;02JUL2017:00:00:00;
O655;Dystocie due à une anomalie des organes pelviens de la mère;99;O65;V8.0;02JUL2017:00:00:00;
O658;Dystocie due à d'autres anomalies pelviennes de la mère;99;O65;V8.0;02JUL2017:00:00:00;
O659;Dystocie due à une anomalie pelvienne de la mère, sans précision;99;O65;V8.0;02JUL2017:00:00:00;
O66;Autres dystocies;99;O66;V8.0;02JUL2017:00:00:00;
O660;Dystocie des épaules;99;O66;V8.0;02JUL2017:00:00:00;
R842;Résultats anormaux de prélèvements effectués sur l'appareil respiratoire et le thorax : taux d'autres substances médicamenteuses et biologiques;99;R84;V8.0;02JUL2017:00:00:00;
R843;Résultats anormaux de prélèvements effectués sur l'appareil respiratoire et le thorax : taux de substances d'origine principalement non médicinale;99;R84;V8.0;02JUL2017:00:00:00;
R844;Résultats immunologiques anormaux de prélèvements effectués sur l'appareil respiratoire et le thorax;99;R84;V8.0;02JUL2017:00:00:00;
R845;Résultats microbiologiques anormaux de prélèvements effectués sur l'appareil respiratoire et le thorax : cultures positives;99;R84;V8.0;02JUL2017:00:00:00;
R846;Résultats cytologiques anormaux de prélèvements effectués sur l'appareil respiratoire et le thorax : résultats cytologiques;99;R84;V8.0;02JUL2017:00:00:00;
R847;Résultats histologiques anormaux de prélèvements effectués sur l'appareil respiratoire et le thorax;99;R84;V8.0;02JUL2017:00:00:00;
R848;Autres résultats anormaux de prélèvements effectués sur l'appareil respiratoire et le thorax : résultats chromosomiques;99;R84;V8.0;02JUL2017:00:00:00;
R849;Résultat anormal de prélèvements effectués sur l'appareil respiratoire et le thorax, sans précision;99;R84;V8.0;02JUL2017:00:00:00;
R85;Résultats anormaux de prélèvements effectués sur l'appareil digestif et la cavité abdominale;99;R85;V8.0;02JUL2017:00:00:00;
R850;Résultats anormaux de prélèvements effectués sur l'appareil digestif et la cavité abdominale : taux d'enzymes;99;R85;V8.0;02JUL2017:00:00:00;
R851;Résultats anormaux de prélèvements effectués sur l'appareil digestif et la cavité abdominale : taux d'hormones;99;R85;V8.0;02JUL2017:00:00:00;
R852;Résultats anormaux de prélèvements effectués sur l'appareil digestif et la cavité abdominale : taux d'autres substances médicamenteuses et biologiques;99;R85;V8.0;02JUL2017:00:00:00;
R853;Résultats anormaux de prélèvements effectués sur l'appareil digestif et la cavité abdominale : taux de substances d'origine principalement non médicinale;99;R85;V8.0;02JUL2017:00:00:00;
R854;Résultats immunologiques anormaux de prélèvements effectués sur l'appareil digestif et la cavité abdominale;99;R85;V8.0;02JUL2017:00:00:00;
R855;Résultats microbiologiques anormaux de prélèvements effectués sur l'appareil digestif et la cavité abdominale : cultures positives;99;R85;V8.0;02JUL2017:00:00:00;
R856;Résultats cytologiques anormaux de prélèvements effectués sur l'appareil digestif et la cavité abdominale : résultats cytologiques;99;R85;V8.0;02JUL2017:00:00:00;
R857;Résultats histologiques anormaux de prélèvements effectués sur l'appareil digestif et la cavité abdominale;99;R85;V8.0;02JUL2017:00:00:00;
R858;Autres résultats anormaux de prélèvements effectués sur l'appareil digestif et la cavité abdominale : résultats chromosomiques;99;R85;V8.0;02JUL2017:00:00:00;
R859;Résultat anormal de prélèvements effectués sur l'appareil digestif et la cavité abdominale, sans précision;99;R85;V8.0;02JUL2017:00:00:00;
R86;Résultats anormaux de prélèvements effectués sur les organes génitaux de l'homme;99;R86;V8.0;02JUL2017:00:00:00;
R860;Résultats anormaux de prélèvements effectués sur les organes génitaux de l'homme : taux d'enzymes;99;R86;V8.0;02JUL2017:00:00:00;
R861;Résultats anormaux de prélèvements effectués sur les organes génitaux de l'homme : taux d'hormones;99;R86;V8.0;02JUL2017:00:00:00;
R862;Résultats anormaux de prélèvements effectués sur les organes génitaux de l'homme : taux d'autres substances médicamenteuses et biologiques;99;R86;V8.0;02JUL2017:00:00:00;
R863;Résultats anormaux de prélèvements effectués sur les organes génitaux de l'homme : taux de substances d'origine principalement non médicinale;99;R86;V8.0;02JUL2017:00:00:00;
R864;Résultats immunologiques anormaux de prélèvements effectués sur les organes génitaux de l'homme;99;R86;V8.0;02JUL2017:00:00:00;
R865;Résultats microbiologiques anormaux de prélèvements effectués sur les organes génitaux de l'homme : cultures positives;99;R86;V8.0;02JUL2017:00:00:00;
R866;Résultats cytologiques anormaux de prélèvements effectués sur les organes génitaux de l'homme : résultats cytologiques;99;R86;V8.0;02JUL2017:00:00:00;
R867;Résultats histologiques anormaux de prélèvements effectués sur les organes génitaux de l'homme;99;R86;V8.0;02JUL2017:00:00:00;
R868;Autres résultats anormaux de prélèvements effectués sur les organes génitaux de l'homme : résultats chromosomiques;99;R86;V8.0;02JUL2017:00:00:00;
R869;Résultat anormal de prélèvements effectués sur les organes génitaux de l'homme, sans précision;99;R86;V8.0;02JUL2017:00:00:00;
R87;Résultats anormaux de prélèvements effectués sur les organes génitaux de la femme;99;R87;V8.0;02JUL2017:00:00:00;
R870;Résultats anormaux de prélèvements effectués sur les organes génitaux de la femme : taux d'enzymes;99;R87;V8.0;02JUL2017:00:00:00;
R871;Résultats anormaux de prélèvements effectués sur les organes génitaux de la femme : taux d'hormones;99;R87;V8.0;02JUL2017:00:00:00;
R872;Résultats anormaux de prélèvements effectués sur les organes génitaux de la femme : taux d'autres substances médicamenteuses et biologiques;99;R87;V8.0;02JUL2017:00:00:00;
R873;Résultats anormaux de prélèvements effectués sur les organes génitaux de la femme : taux de substances d'origine principalement non médicinale;99;R87;V8.0;02JUL2017:00:00:00;
R874;Résultats immunologiques anormaux de prélèvements effectués sur les organes génitaux de la femme;99;R87;V8.0;02JUL2017:00:00:00;
R875;Résultats microbiologiques anormaux de prélèvements effectués sur les organes génitaux de la femme : cultures positives;99;R87;V8.0;02JUL2017:00:00:00;
R876;Résultats cytologiques anormaux de prélèvements effectués sur les organes génitaux de la femme : résultats cytologiques;99;R87;V8.0;02JUL2017:00:00:00;
R877;Résultats histologiques anormaux de prélèvements effectués sur les organes génitaux de la femme;99;R87;V8.0;02JUL2017:00:00:00;
R825;Augmentation dans les urines du taux de médicaments et de substances biologiques;99;R82;V8.0;02JUL2017:00:00:00;
R826;Taux anormal dans les urines de substances d'origine principalement non médicinale;99;R82;V8.0;02JUL2017:00:00:00;
R827;Résultats anormaux de l'examen microbiologique des urines;99;R82;V8.0;02JUL2017:00:00:00;
R828;Résultats anormaux de l'examen cytologique et histologique des urines;99;R82;V8.0;02JUL2017:00:00:00;
R829;Résultats anormaux de l'examen des urines, autres et non précisés;99;R82;V8.0;02JUL2017:00:00:00;
R83;Résultats anormaux de l'examen du liquide céphalo-rachidien;99;R83;V8.0;02JUL2017:00:00:00;
R830;Résultats anormaux de l'examen du liquide céphalo-rachidien : taux d'enzymes;99;R83;V8.0;02JUL2017:00:00:00;
R831;Résultats anormaux de l'examen du liquide céphalo-rachidien : taux d'hormones;99;R83;V8.0;02JUL2017:00:00:00;
R832;Résultats anormaux de l'examen du liquide céphalo-rachidien : taux d'autres substances médicamenteuses et biologiques;99;R83;V8.0;02JUL2017:00:00:00;
R833;Résultats anormaux de l'examen du liquide céphalo-rachidien : taux de substances d'origine principalement non médicinale;99;R83;V8.0;02JUL2017:00:00:00;
R834;Résultats immunologiques anormaux de l'examen du liquide céphalo-rachidien;99;R83;V8.0;02JUL2017:00:00:00;
R835;Résultats microbiologiques anormaux de l'examen du liquide céphalo-rachidien : cultures positives;99;R83;V8.0;02JUL2017:00:00:00;
R836;Résultats cytologiques anormaux de l'examen du liquide céphalo-rachidien : résultats cytologiques;99;R83;V8.0;02JUL2017:00:00:00;
R837;Résultats histologiques anormaux de l'examen du liquide céphalo-rachidien;99;R83;V8.0;02JUL2017:00:00:00;
R838;Autres résultats anormaux de l'examen du liquide céphalo-rachidien : résultats chromosomiques;99;R83;V8.0;02JUL2017:00:00:00;
R839;Résultat anormal de l'examen du liquide céphalo-rachidien, sans précision;99;R83;V8.0;02JUL2017:00:00:00;
R84;Résultats anormaux de prélèvements effectués sur l'appareil respiratoire et le thorax;99;R84;V8.0;02JUL2017:00:00:00;
M8707;Ostéonécrose aseptique idiopathique - Cheville et pied;99;M87;V8.0;02JUL2017:00:00:00;
M8708;Ostéonécrose aseptique idiopathique - Autres localisations;99;M87;V8.0;02JUL2017:00:00:00;
M8709;Ostéonécrose aseptique idiopathique - Siège non précisé;99;M87;V8.0;02JUL2017:00:00:00;
M871;Ostéonécrose médicamenteuse;99;M87;V8.0;02JUL2017:00:00:00;
M8710;Ostéonécrose médicamenteuse - Sièges multiples;99;M87;V8.0;02JUL2017:00:00:00;
M8711;Ostéonécrose médicamenteuse - Région scapulaire;99;M87;V8.0;02JUL2017:00:00:00;
M8712;Ostéonécrose médicamenteuse - Bras;99;M87;V8.0;02JUL2017:00:00:00;
M8713;Ostéonécrose médicamenteuse - Avant-bras;99;M87;V8.0;02JUL2017:00:00:00;
M8714;Ostéonécrose médicamenteuse - Main;99;M87;V8.0;02JUL2017:00:00:00;
M8715;Ostéonécrose médicamenteuse - Région pelvienne et cuisse;99;M87;V8.0;02JUL2017:00:00:00;
M8716;Ostéonécrose médicamenteuse - Jambe;99;M87;V8.0;02JUL2017:00:00:00;
M8618;Autres ostéomyélites aiguës - Autres localisations;99;M86;V8.0;02JUL2017:00:00:00;
M8619;Autres ostéomyélites aiguës - Siège non précisé;99;M86;V8.0;02JUL2017:00:00:00;
O757;Accouchement par voie vaginale après une césarienne;99;O75;V8.0;02JUL2017:00:00:00;
O758;Autres complications précisées du travail et de l'accouchement;99;O75;V8.0;02JUL2017:00:00:00;
O759;Complication du travail et de l'accouchement, sans précision;99;O75;V8.0;02JUL2017:00:00:00;
O80;Accouchement unique et spontané;99;O80;V8.0;02JUL2017:00:00:00;
O800;Accouchement (unique) spontané par présentation du sommet;99;O80;V8.0;02JUL2017:00:00:00;
O801;Accouchement (unique) spontané par présentation du siège;99;O80;V8.0;02JUL2017:00:00:00;
O808;Autres accouchements uniques et spontanés;99;O80;V8.0;02JUL2017:00:00:00;
O809;Accouchement (unique et) spontané, sans précision;99;O80;V8.0;02JUL2017:00:00:00;
O81;Accouchement unique par forceps et ventouse;99;O81;V8.0;02JUL2017:00:00:00;
O810;Accouchement (unique) par forceps bas;99;O81;V8.0;02JUL2017:00:00:00;
O811;Accouchement (unique) par forceps (moyen) à la partie moyenne de l'excavation;99;O81;V8.0;02JUL2017:00:00:00;
O812;Accouchement (unique) par forceps (moyen) à la partie moyenne de l'excavation, avec rotation;99;O81;V8.0;02JUL2017:00:00:00;
O813;Accouchements (unique) par forceps, autres et sans précision;99;O81;V8.0;02JUL2017:00:00:00;
O814;Accouchement (unique) par extraction pneumatique;99;O81;V8.0;02JUL2017:00:00:00;
O815;Accouchement (unique) par association d'un forceps et d'une ventouse;99;O81;V8.0;02JUL2017:00:00:00;
O82;Accouchement unique par césarienne;99;O82;V8.0;02JUL2017:00:00:00;
O820;Accouchement (unique) par césarienne programmée;99;O82;V8.0;02JUL2017:00:00:00;
O821;Accouchement (unique) par césarienne d'urgence;99;O82;V8.0;02JUL2017:00:00:00;
O822;Accouchement (unique) par césarienne avec hystérectomie;99;O82;V8.0;02JUL2017:00:00:00;
O828;Autres accouchements uniques par césarienne;99;O82;V8.0;02JUL2017:00:00:00;
O829;Accouchement (unique) par césarienne, sans précision;99;O82;V8.0;02JUL2017:00:00:00;
O83;Autres accouchements uniques avec assistance;99;O83;V8.0;02JUL2017:00:00:00;
O830;Accouchement (unique) avec extraction par le siège;99;O83;V8.0;02JUL2017:00:00:00;
O831;Autres accouchements (uniques) par le siège (avec assistance);99;O83;V8.0;02JUL2017:00:00:00;
O832;Autres accouchements (uniques) avec l'aide de manipulations;99;O83;V8.0;02JUL2017:00:00:00;
O833;Accouchement d'un foetus viable après grossesse abdominale;99;O83;V8.0;02JUL2017:00:00:00;
O834;Intervention destructrice lors d'un accouchement;99;O83;V8.0;02JUL2017:00:00:00;
O838;Autres accouchements (uniques) précisés, avec assistance;99;O83;V8.0;02JUL2017:00:00:00;
